Autor,Nombre,Link
Paul Masson (1846-1896) Periodista francés.,Paul Masson,https://es.wikipedia.org/wiki/Paul_Masson_(ciclista)
George William Curtis (1824-1892) Escritor y orador estadounidense.,George William Curtis,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=George+William+Curtis&go=Go&ns0=1&ns100=1&ns104=1
Karl Theodor Jaspers (1883-1969) Filósofo existencialista alemán.,Karl Theodor Jaspers,https://es.wikipedia.org/wiki/Karl_Jaspers
Arnold J. Toynbee (1889-1975) Historiador inglés.,Arnold J. Toynbee,https://es.wikipedia.org/wiki/Arnold_J._Toynbee
Ludwig Feuerbach (1804-1872) Teólogo y politico aleman.,Ludwig Feuerbach,https://es.wikipedia.org/wiki/Ludwig_Feuerbach
Peter de Vries (1910-1993) Editor y novelista estadounidense.,Peter de Vries,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Peter+de+Vries&go=Go&ns0=1&ns100=1&ns104=1
Frederic Burrhus Skinner (1904-1990) Psicólogo estadounidense.,Frederic Burrhus Skinner,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Frederic+Burrhus+Skinner&go=Go&ns0=1&ns100=1&ns104=1
Laurence J. Peter (1919-1990) Profesor y escritor canadiense.,Laurence J. Peter,https://es.wikipedia.org/wiki/Laurence_J._Peter
Caballero de Bruix (1728-1780) Escritor francés.,Caballero de Bruix,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Caballero+de+Bruix&go=Go&ns0=1&ns100=1&ns104=1
Duque de Levis (1755-1830) Pedro Marcos Gastón. Escritor francés.,Duque de Levis,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Duque+de+Levis&go=Go&ns0=1&ns100=1&ns104=1
"Giordano Bruno (1548-1600) Filósofo, astrónomo y matemático italiano.",Giordano Bruno,https://es.wikipedia.org/wiki/Giordano_Bruno
Pitaco de Mitilene (650 AC-?) Gobernante griego.,Pitaco de Mitilene,https://es.wikipedia.org/wiki/P%C3%ADtaco_de_Mitilene
Marcel Prévost (1862-1941) Escritor francés.,Marcel Prévost,https://es.wikipedia.org/wiki/Marcel_Pr%C3%A9vost
Giovanni Guareschi (1908-1968) Periodista y escritor italiano.,Giovanni Guareschi,https://es.wikipedia.org/wiki/Giovannino_Guareschi
Henri Poincaré (1854-1912) Matemático francés.,Henri Poincaré,https://es.wikipedia.org/wiki/Henri_Poincar%C3%A9
Alfred Adler (1870-1937) Psicólogo y psiquiatra austriaco.,Alfred Adler,https://es.wikipedia.org/wiki/Alfred_Adler
Federico Fellini (1920-1993) Director de cine italiano.,Federico Fellini,https://es.wikipedia.org/wiki/Federico_Fellini
"George Chapman (1559-1634) Poeta, dramaturgo y traductor inglés.",George Chapman,https://es.wikipedia.org/wiki/George_Chapman
Moritz Gottlieb Saphir (1795-1858) Escritor alemán.,Moritz Gottlieb Saphir,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Moritz+Gottlieb+Saphir&go=Go&ns0=1&ns100=1&ns104=1
Suetonio (69-140) Historiador y biógrafo romano.,Suetonio,https://es.wikipedia.org/wiki/Suetonio
Demóstenes (384 AC-322 AC) Político ateniense.,Demóstenes,https://es.wikipedia.org/wiki/Dem%C3%B3stenes
Maximilian Robespierre (1758-1794) Político y revolucionario francés.,Maximilian Robespierre,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Maximilian+Robespierre&go=Go&ns0=1&ns100=1&ns104=1
Edmund Husserl (1859-1938) Filósofo alemán.,Edmund Husserl,https://es.wikipedia.org/wiki/Edmund_Husserl
Alphonse Allais (1855-1905) Escritor francés,Alphonse Allais,https://es.wikipedia.org/wiki/Alphonse_Allais
Jose María de Pereda (1833-1906) Escritor español.,Jose María de Pereda,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_de_Pereda
Álvaro de Figueroa y Torres (1863-1950) Político español.,Álvaro de Figueroa y Torres,https://es.wikipedia.org/wiki/Conde_de_Romanones
Luis de Góngora (1561-1627) Poeta español.,Luis de Góngora,https://es.wikipedia.org/wiki/Luis_de_G%C3%B3ngora
Emilia Pardo Bazán (1851-1921) Escritora española.,Emilia Pardo Bazán,https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n
Gastón Bachelard (1884-1962) Filósofo francés.,Gastón Bachelard,https://es.wikipedia.org/wiki/Gaston_Bachelard
José Bergamín (1895-1983) Escritor español.,José Bergamín,https://es.wikipedia.org/wiki/Jos%C3%A9_Bergam%C3%ADn
"Wenceslao Fernández Florez (1879-1964) Novelista, periodista y político español.",Wenceslao Fernández Florez,https://es.wikipedia.org/wiki/Wenceslao_Fern%C3%A1ndez_Fl%C3%B3rez
Lucrecio (99 AC-55 AC) Tito Lucrecio Caro. Poeta romano.,Lucrecio,https://es.wikipedia.org/wiki/Lucrecio
Vittorio Alfieri (1749-1803) Dramaturgo y poeta italiano.,Vittorio Alfieri,https://es.wikipedia.org/wiki/Vittorio_Alfieri
Casimir Delavigne (1793-1843) Poeta y dramaturgo francés.,Casimir Delavigne,https://es.wikipedia.org/wiki/Casimir_Delavigne
"Fernando Arrabal (1932-?) Dramaturgo, poeta y novelista español.",Fernando Arrabal,https://es.wikipedia.org/wiki/Fernando_Arrabal
Max Frisch (1911-1991) Dramaturgo y novelista suizo.,Max Frisch,https://es.wikipedia.org/wiki/Max_Frisch
Noam Chomsky (1928-?) Escritor y activista político estadounidense.,Noam Chomsky,https://es.wikipedia.org/wiki/Noam_Chomsky
Pierre Bonnard (1867-1947) Pintor francés.,Pierre Bonnard,https://es.wikipedia.org/wiki/Pierre_Bonnard
Ivan Turgueniev (1817-1883) Escritor ruso.,Ivan Turgueniev,https://es.wikipedia.org/wiki/Iv%C3%A1n_Turgu%C3%A9nev
Vincent Voiture (1597-1648) Poeta francés.,Vincent Voiture,https://es.wikipedia.org/wiki/Vincent_Voiture
Eugeni d'Ors (1882-1954) Escritor y periodista español.,Eugeni d'Ors,https://es.wikipedia.org/wiki/Eugenio_d%27Ors
Marcel Duchamp (1887-1968) Pintor francés,Marcel Duchamp,https://es.wikipedia.org/wiki/Marcel_Duchamp
José Luís López Aranguren (1909-1996) Filósofo español.,José Luís López Aranguren,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_L%C3%B3pez_Aranguren
Isadora Duncan (1877-1927) Bailarina estadounidense.,Isadora Duncan,https://es.wikipedia.org/wiki/Isadora_Duncan
Claude Bernard (1813-1878) Fisiólogo francés.,Claude Bernard,https://es.wikipedia.org/wiki/Claude_Bernard
Vladimir Nabokov (1899-1977) Escritor ruso.,Vladimir Nabokov,https://es.wikipedia.org/wiki/Vladimir_Nabokov
Nicolás Tommaseo (1802-1874) Escritor y lingüista italiano.,Nicolás Tommaseo,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Nicol%C3%A1s+Tommaseo&go=Go&ns0=1&ns100=1&ns104=1
Henry Bataille (1872-1922) Dramaturgo francés.,Henry Bataille,https://es.wikipedia.org/wiki/Henry_Bataille
Gertrude Stein (1874-1946) Escritora y poetisa estadounidense.,Gertrude Stein,https://es.wikipedia.org/wiki/Gertrude_Stein
Daniel Pennac (1944-?) Escritor francés.,Daniel Pennac,https://es.wikipedia.org/wiki/Daniel_Pennac
Stieg Larsson (1954-2004) Periodista y escritor sueco.,Stieg Larsson,https://es.wikipedia.org/wiki/Stieg_Larsson
"Dylan Thomas (1914-1953) Poeta, escritor de cuentos y dramaturgo británico.",Dylan Thomas,https://es.wikipedia.org/wiki/Dylan_Thomas
Josefina Aldecoa (1926-2011) Escritora y pedagoga española.,Josefina Aldecoa,https://es.wikipedia.org/wiki/Josefina_Aldecoa
Anne Frank (1929-1945) Niña judía alemana.,Anne Frank,https://es.wikipedia.org/wiki/Ana_Frank
"Georges Bernanos (1888-1948) Novelista, ensayista y dramaturgo francés.",Georges Bernanos,https://es.wikipedia.org/wiki/Georges_Bernanos
"Demetrio de Falero (350 AC-280 AC) Orador, filósofo y gobernante ateniense.",Demetrio de Falero,https://es.wikipedia.org/wiki/Demetrio_de_Falero
O. K. Bernhardt Escritor alemán.,O. K. Bernhardt Escritor alemán.,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=O.+K.+Bernhardt+Escritor+alem%C3%A1n.&go=Go&ns0=1&ns100=1&ns104=1
Charles Reade (1814-1884) Escritor inglés.,Charles Reade,https://es.wikipedia.org/wiki/Charles_Reade
Proverbio egipcio,Proverbio egipcio,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+egipcio&go=Go&ns0=1&ns100=1&ns104=1
Cardenal de Retz (1613-1679) Político y memorialista francés.,Cardenal de Retz,https://es.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Paul_de_Gondi
Frédéric Chopin (1810-1849) Pianista y compositor polaco.,Frédéric Chopin,https://es.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Chopin
William Rotsler (1926-1997) Escritor estadounidense.,William Rotsler,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=William+Rotsler&go=Go&ns0=1&ns100=1&ns104=1
Bill Watterson (1958-?) Autor de comics.,Bill Watterson,https://es.wikipedia.org/wiki/Bill_Watterson
Luciano Pavarotti (1935-2007) Tenor italiano.,Luciano Pavarotti,https://es.wikipedia.org/wiki/Luciano_Pavarotti
Proverbio latino,Proverbio latino,https://es.wikipedia.org/wiki/Anexo:Proverbios_latinos
Proverbio escocés,Proverbio escocés,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+escoc%C3%A9s&go=Go&ns0=1&ns100=1&ns104=1
Kurt D. Cobain (1967-1994) Músico estadounidense,Kurt D. Cobain,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Kurt+D.+Cobain&go=Go&ns0=1&ns100=1&ns104=1
Coco Chanel (1883-1971) Diseñadora de moda francesa.,Coco Chanel,https://es.wikipedia.org/wiki/Coco_Chanel
Richard Whately (1787-1863) Arzobispo anglicano y educador británico.,Richard Whately,https://es.wikipedia.org/wiki/Richard_Whately
Proverbio irlandés,Proverbio irlandés,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+irland%C3%A9s&go=Go&ns0=1&ns100=1&ns104=1
Jean Piaget (1896-1980) Filósofo y psicólogo suizo.,Jean Piaget,https://es.wikipedia.org/wiki/Jean_Piaget
Harriet Beecher Stowe (1811-1896) Filántropa y Escritora estadounidense.,Harriet Beecher Stowe,https://es.wikipedia.org/wiki/Harriet_Beecher_Stowe
Gabriel Celaya (1911-1991) Poeta español.,Gabriel Celaya,https://es.wikipedia.org/wiki/Gabriel_Celaya
Louis Emmanuel Dupaty (1775-1851) Dramaturgo francés.,Louis Emmanuel Dupaty,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Louis+Emmanuel+Dupaty&go=Go&ns0=1&ns100=1&ns104=1
Chavela Vargas (1919-?) Cantante mexicana.,Chavela Vargas,https://es.wikipedia.org/wiki/Chavela_Vargas
Ramiro de Maeztu (1875-1936) Escritor español.,Ramiro de Maeztu,https://es.wikipedia.org/wiki/Ramiro_de_Maeztu
Baldassare Castiglione (1478-1529) Diplomático y escritor italiano.,Baldassare Castiglione,https://es.wikipedia.org/wiki/Baltasar_Castiglione
Lord Acton (1834-1902) Historiador inglés.,Lord Acton,https://es.wikipedia.org/wiki/Lord_Acton
Proverbio griego,Proverbio griego,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+griego&go=Go&ns0=1&ns100=1&ns104=1
Josep Pla (1897-1981) Escritor español.,Josep Pla,https://es.wikipedia.org/wiki/Josep_Pla
Nikita Jrushchov (1894-1971) Político ruso.,Nikita Jrushchov,https://es.wikipedia.org/wiki/Nikita_Jrushchov
François Truffaut (1932-1984) Director y actor francés.,François Truffaut,https://es.wikipedia.org/wiki/Fran%C3%A7ois_Truffaut
Paul Verlaine (1844-1895) Poeta francés.,Paul Verlaine,https://es.wikipedia.org/wiki/Paul_Verlaine
Alessandro Pertini (1896-1990) Político italiano.,Alessandro Pertini,https://es.wikipedia.org/wiki/Sandro_Pertini
Franz Liszt (1811-1886) Pianista y compositor austriaco de origen húngaro.,Franz Liszt,https://es.wikipedia.org/wiki/Franz_Liszt
Luis XV de Francia (1710-1774) Rey de Francia.,Luis XV de Francia,https://es.wikipedia.org/wiki/Luis_XV_de_Francia
Naguib Mahfuz (1911-2006) Novelista egipcio.,Naguib Mahfuz,https://es.wikipedia.org/wiki/Naguib_Mahfuz
Ingmar Bergman (1918-2007) Cineasta sueco.,Ingmar Bergman,https://es.wikipedia.org/wiki/Ingmar_Bergman
Mika Waltari (1908-1979) Escritor finlandés.,Mika Waltari,https://es.wikipedia.org/wiki/Mika_Waltari
Werner Karl Heisenberg (1901-1976) Filósofo y físico alemán.,Werner Karl Heisenberg,https://es.wikipedia.org/wiki/Werner_Heisenberg
Norman Vincent Peale (1898-1993) Predicador cristiano y escritor.,Norman Vincent Peale,https://es.wikipedia.org/wiki/Norman_Vincent_Peale
Giuseppe Tomasi di Lampedusa (1896-1957) Escritor italiano.,Giuseppe Tomasi di Lampedusa,https://es.wikipedia.org/wiki/Giuseppe_Tomasi_di_Lampedusa
Stephen Leacock (1869-1944) Escritor canadiense.,Stephen Leacock,https://es.wikipedia.org/wiki/Stephen_Leacock
Max Planck (1858-1947) Físico alemán.,Max Planck,https://es.wikipedia.org/wiki/Max_Planck
Frank A. Clark (1911-1991) Dibujante y escritor estadounidense.,Frank A. Clark,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Frank+A.+Clark&go=Go&ns0=1&ns100=1&ns104=1
Yevgeny Yevtushenko (1933-?) Poeta ruso.,Yevgeny Yevtushenko,https://es.wikipedia.org/wiki/Yevgueni_Yevtushenko
Juana de Ibarbourou (1895-1979) Poetisa uruguaya.,Juana de Ibarbourou,https://es.wikipedia.org/wiki/Juana_de_Ibarbourou
"Cesare Beccaria (1738-1794) Literato, filósofo, jurista y economista italiano.",Cesare Beccaria,https://es.wikipedia.org/wiki/Cesare_Beccaria
August von Kotzebue (1761-1819) Dramaturgo alemán.,August von Kotzebue,https://es.wikipedia.org/wiki/August_von_Kotzebue
Marcel Aymé (1902-1967) Narrador y dramaturgo francés cuya obra combina lo,Marcel Aymé,https://es.wikipedia.org/wiki/Marcel_Aym%C3%A9
Francis J. Braceland (1900-1985) Psiquiatra estadounidense.,Francis J. Braceland,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Francis+J.+Braceland&go=Go&ns0=1&ns100=1&ns104=1
Helen Rowland (1875-1950) Periodista y humorista estadounidense.,Helen Rowland,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Helen+Rowland&go=Go&ns0=1&ns100=1&ns104=1
Karl A. Menninger (1893-1990) Psiquiatra estadounidense.,Karl A. Menninger,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Karl+A.+Menninger&go=Go&ns0=1&ns100=1&ns104=1
Isidoro Loi Escritor chileno.,Isidoro Loi Escritor chileno.,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Isidoro+Loi+Escritor+chileno.&go=Go&ns0=1&ns100=1&ns104=1
Proverbio oriental,Proverbio oriental,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+oriental&go=Go&ns0=1&ns100=1&ns104=1
"Bill Cosby (1937-?) Actor, cómico y productor estadounidense.",Bill Cosby,https://es.wikipedia.org/wiki/Bill_Cosby
Kazimierz Brandys (1916-2000) Novelista y ensayista polaco.,Kazimierz Brandys,https://es.wikipedia.org/wiki/Kazimierz_Brandys
Eliphas Lévi (1810-1875) Mago y escritor ocultista francés.,Eliphas Lévi,https://es.wikipedia.org/wiki/Eliphas_L%C3%A9vi
Bette Davis (1908-1989) Actriz estadounidense.,Bette Davis,https://es.wikipedia.org/wiki/Bette_Davis
Christoph Wieland (1733-1813) Escritor alemán.,Christoph Wieland,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Christoph+Wieland&go=Go&ns0=1&ns100=1&ns104=1
Bernard-Henri Lévy (1948-?) Filósofo y novelista francés.,Bernard-Henri Lévy,https://es.wikipedia.org/wiki/Bernard-Henri_L%C3%A9vy
Michael Levine (1954-?) Escritor y hombre de negocios estadounidense.,Michael Levine,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Michael+Levine&go=Go&ns0=1&ns100=1&ns104=1
Marquesa de Maintenon (1635-1719) Noble francesa.,Marquesa de Maintenon,https://es.wikipedia.org/wiki/Madame_de_Maintenon
Harold MacMillan (1894-1986) Político inglés.,Harold MacMillan,https://es.wikipedia.org/wiki/Harold_Macmillan
Samuel Goldwyn (1882-1974) Productor estadounidense.,Samuel Goldwyn,https://es.wikipedia.org/wiki/Samuel_Goldwyn
Madame Roland (1754-1793) Política francesa.,Madame Roland,https://es.wikipedia.org/wiki/Madame_Roland
Fred Allen (1894-1956) Humorista estadounidense.,Fred Allen,https://es.wikipedia.org/wiki/Fred_Allen
"Jean Le Rond D' Alembert (1717-1783) Filósofo, físico y matemático francés.",Jean Le Rond D' Alembert,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Jean+Le+Rond+D%27+Alembert&go=Go&ns0=1&ns100=1&ns104=1
Ludwig Börne (1786-1837) Escritor alemán.,Ludwig Börne,https://es.wikipedia.org/wiki/Ludwig_B%C3%B6rne
Jerome Klapka Jerome (1858-1927) Humorista inglés.,Jerome Klapka Jerome,https://es.wikipedia.org/wiki/Jerome_K._Jerome
Jacques Yves Cousteau (1910-1997) Marino e investigador francés.,Jacques Yves Cousteau,https://es.wikipedia.org/wiki/Jacques_Cousteau
Charles Thomson Rees Wilson (1869-1959) Físico escocés.,Charles Thomson Rees Wilson,https://es.wikipedia.org/wiki/Charles_Wilson
Enrique Múgica Herzog (1932-?) Político español,Enrique Múgica Herzog,https://es.wikipedia.org/wiki/Enrique_M%C3%BAgica
Eugenio Trias (1942-?) Filósofo español.,Eugenio Trias,https://es.wikipedia.org/wiki/Eugenio_Tr%C3%ADas
"Sir Laurence Olivier (1907-1989) Actor, director y productor británico.",Sir Laurence Olivier,https://es.wikipedia.org/wiki/Laurence_Olivier
Joan Manuel Serrat (1943-?) Cantautor español.,Joan Manuel Serrat,https://es.wikipedia.org/wiki/Joan_Manuel_Serrat
Valeriu Butulescu (1953-?) Escritor y político rumano.,Valeriu Butulescu,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Valeriu+Butulescu&go=Go&ns0=1&ns100=1&ns104=1
Jacinto Octavio Picón (1852-1923) Escritor español.,Jacinto Octavio Picón,https://es.wikipedia.org/wiki/Jacinto_Octavio_Pic%C3%B3n
Richard Steele (1672-1729) Escritor irlandés.,Richard Steele,https://es.wikipedia.org/wiki/Richard_Steele
Wolfgang Amadeus Mozart (1756-1791) Compositor y pianista austriaco.,Wolfgang Amadeus Mozart,https://es.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart
San Juan,San Juan,https://es.wikipedia.org/wiki/San_Juan
Erich Kästner (1899-1974) Poeta y novelista alemán.,Erich Kästner,https://es.wikipedia.org/wiki/Erich_K%C3%A4stner
Sun Tzu (544 AC-496 AC) Escritor chino,Sun Tzu,https://es.wikipedia.org/wiki/Sun_Tzu
Antonio Mingote (1919-2012) Dibujante y humorista español.,Antonio Mingote,https://es.wikipedia.org/wiki/Antonio_Mingote
Igor Stravinski (1882-1971) Compositor y director de orquesta ruso.,Igor Stravinski,https://es.wikipedia.org/wiki/%C3%8Dgor_Stravinski
Julio Verne (1828-1905) Escritor francés.,Julio Verne,https://es.wikipedia.org/wiki/Julio_Verne
Alejandro Vinet (1797-1847) Literato y teólogo suizo.,Alejandro Vinet,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Alejandro+Vinet&go=Go&ns0=1&ns100=1&ns104=1
"Billy Wilder (1906-2002) Director, guionista y productor de cine de origen",Billy Wilder,https://es.wikipedia.org/wiki/Billy_Wilder
Paul Joseph Goebbels (1897-1945) Político alemán.,Paul Joseph Goebbels,https://es.wikipedia.org/wiki/Joseph_Goebbels
Tiberio (42 AC-37) Emperador romano.,Tiberio,https://es.wikipedia.org/wiki/Tiberio
Jordi Sabater Pi (1922-?) Etiologo y primatólogo español.,Jordi Sabater Pi,https://es.wikipedia.org/wiki/Jordi_Sabater_Pi
Miquel Martí i Pol (1929-2003) Poeta español en lengua catalana.,Miquel Martí i Pol,https://es.wikipedia.org/wiki/Miquel_Mart%C3%AD_i_Pol
"Israel Zangwill (1864-1926) Escritor inglés, de padres rusos.",Israel Zangwill,https://es.wikipedia.org/wiki/Israel_Zangwill
William Shankly (1913-1981) Entrenador de fútbol inglés.,William Shankly,https://es.wikipedia.org/wiki/Bill_Shankly
Cardenal Richelieu (1585-1642) Noble y hombre de estado francés.,Cardenal Richelieu,https://es.wikipedia.org/wiki/Cardenal_Richelieu
"José Vasconcelos (1882-1959) Filósofo, educador y político mexicano.",José Vasconcelos,https://es.wikipedia.org/wiki/Jos%C3%A9_Vasconcelos
Robert Burns (1759-1796) Poeta escocés.,Robert Burns,https://es.wikipedia.org/wiki/Robert_Burns
Henry Wadsworth Longfellow (1807-1882) Poeta estadounidense.,Henry Wadsworth Longfellow,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
Pedro Muñoz Seca (1881-1936) Dramaturgo español.,Pedro Muñoz Seca,https://es.wikipedia.org/wiki/Pedro_Mu%C3%B1oz_Seca
Antonio Maura y Montaner (1853-1925) Estadista español.,Antonio Maura y Montaner,https://es.wikipedia.org/wiki/Antonio_Maura
Vittorio de Sica (1901-1974) Cineasta italiano.,Vittorio de Sica,https://es.wikipedia.org/wiki/Vittorio_De_Sica
Napoleón III (1808-1873) Emperador de Francia.,Napoleón III,https://es.wikipedia.org/wiki/Napole%C3%B3n_III_Bonaparte
Alfredo Bryce Echenique (1939-?) Escritor peruano.,Alfredo Bryce Echenique,https://es.wikipedia.org/wiki/Alfredo_Bryce_Echenique
Edgar Degas (1834-1917) Pintor francés.,Edgar Degas,https://es.wikipedia.org/wiki/Edgar_Degas
Henri Barbusse (1873-1935) Novelista francés.,Henri Barbusse,https://es.wikipedia.org/wiki/Henri_Barbusse
Paracelso (1493-1541) Médico y químico suizo.,Paracelso,https://es.wikipedia.org/wiki/Paracelso
Anne Robert Jacques Turgot (1727-1781) Político y economista frances.,Anne Robert Jacques Turgot,https://es.wikipedia.org/wiki/Anne_Robert_Jacques_Turgot
Bernard M. Baruch (1870-1965) Financiero y asesor presidencial estadounidense.,Bernard M. Baruch,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Bernard+M.+Baruch&go=Go&ns0=1&ns100=1&ns104=1
Harry Mulisch (1927-2010) Escritor holandés,Harry Mulisch,https://es.wikipedia.org/wiki/Harry_Mulisch
Proverbio armenio,Proverbio armenio,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+armenio&go=Go&ns0=1&ns100=1&ns104=1
César Vallejo (1892-1938) Poeta peruano.,César Vallejo,https://es.wikipedia.org/wiki/C%C3%A9sar_Vallejo
"Vicente Blasco Ibáñez (1867-1928) Escritor, periodista y político español.",Vicente Blasco Ibáñez,https://es.wikipedia.org/wiki/Vicente_Blasco_Ib%C3%A1%C3%B1ez
Adolphe Thiers (1797-1877) Político e historiador francés.,Adolphe Thiers,https://es.wikipedia.org/wiki/Adolphe_Thiers
Ana Diosdado (1939-?) Actriz y dramaturga española.,Ana Diosdado,https://es.wikipedia.org/wiki/Ana_Diosdado
José María Eça de Queirós (1845-1900) Novelista portugués.,José María Eça de Queirós,https://es.wikipedia.org/wiki/Jos%C3%A9_Maria_E%C3%A7a_de_Queir%C3%B3s
"Václav Havel (1936-2011) Escritor, dramaturgo y político checo.",Václav Havel,https://es.wikipedia.org/wiki/V%C3%A1clav_Havel
Jorge Guillén (1893-1984) Poeta español.,Jorge Guillén,https://es.wikipedia.org/wiki/Jorge_Guill%C3%A9n
Ramón Pérez de Ayala (1881-1962) Escritor y periodista español.,Ramón Pérez de Ayala,https://es.wikipedia.org/wiki/Ram%C3%B3n_P%C3%A9rez_de_Ayala
Ulpiano (170-228) Jurista romano.,Ulpiano,https://es.wikipedia.org/wiki/Ulpiano
George S. Patton (1885-1945) General estadounidense.,George S. Patton,https://es.wikipedia.org/wiki/George_Patton
Jose Luis de Villalonga (1920-2007) Actor y escritor español.,Jose Luis de Villalonga,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Jose+Luis+de+Villalonga&go=Go&ns0=1&ns100=1&ns104=1
San Mateo,San Mateo,https://es.wikipedia.org/wiki/San_Mateo
Pedro Laín Entralgo (1908-2001) Escritor español.,Pedro Laín Entralgo,https://es.wikipedia.org/wiki/Pedro_La%C3%ADn_Entralgo
José Hierro (1922-2002) Poeta español.,José Hierro,https://es.wikipedia.org/wiki/Jos%C3%A9_Hierro
Jerry Lewis (1926-?) Actor cómico estadounidense.,Jerry Lewis,https://es.wikipedia.org/wiki/Jerry_Lewis
Guillermo Pérez Villalta (1945-?) Pintor español.,Guillermo Pérez Villalta,https://es.wikipedia.org/wiki/Guillermo_P%C3%A9rez_Villalta
Flora Tristan (1803-1844) Revolucionaria francesa.,Flora Tristan,https://es.wikipedia.org/wiki/Flora_Tristan
David Brown,David Brown,https://es.wikipedia.org/wiki/David_Brown
Stanislaw Lem (1921-2006) Escritor polaco.,Stanislaw Lem,https://es.wikipedia.org/wiki/Stanis%C5%82aw_Lem
Johann J. Engel (1741-1802) Escritor alemán.,Johann J. Engel,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Johann+J.+Engel&go=Go&ns0=1&ns100=1&ns104=1
Frank Capra (1897-1991) Director de cine estadounidense.,Frank Capra,https://es.wikipedia.org/wiki/Frank_Capra
Malesherbes (1721-1794) Político francés.,Malesherbes,https://es.wikipedia.org/wiki/Malesherbes
Max Ernst (1891-1976) Pintor y escultor alemán.,Max Ernst,https://es.wikipedia.org/wiki/Max_Ernst
John Maynard Keynes (1883-1946) Economista inglés.,John Maynard Keynes,https://es.wikipedia.org/wiki/John_Maynard_Keynes
Charles Lamb (1775-1834) Escritor inglés.,Charles Lamb,https://es.wikipedia.org/wiki/Charles_Lamb
Hernán Cortés (1485-1547) Conquistador y descubridor español.,Hernán Cortés,https://es.wikipedia.org/wiki/Hern%C3%A1n_Cort%C3%A9s
Arthur Helps (1813-1875) Escritor y periodista inglés.,Arthur Helps,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Arthur+Helps&go=Go&ns0=1&ns100=1&ns104=1
Jean Luc Goddard Director de cine suizo.,Jean Luc Goddard Director de cine suizo.,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Jean+Luc+Goddard+Director+de+cine+suizo.&go=Go&ns0=1&ns100=1&ns104=1
Pierre Auguste Renoir (1841-1919) Pintor francés.,Pierre Auguste Renoir,https://es.wikipedia.org/wiki/Pierre-Auguste_Renoir
Adolfo Marsillach (1928-2002) Director y dramaturgo español.,Adolfo Marsillach,https://es.wikipedia.org/wiki/Adolfo_Marsillach
Fernando Sánchez Dragó (1936-?) Escritor español.,Fernando Sánchez Dragó,https://es.wikipedia.org/wiki/Fernando_S%C3%A1nchez_Drag%C3%B3
Charles de Gaulle (1890-1970) Poltíco francés.,Charles de Gaulle,https://es.wikipedia.org/wiki/Charles_de_Gaulle
Henry Moore (1898-1986) Escultor británico.,Henry Moore,https://es.wikipedia.org/wiki/Henry_Moore
Kofi Annan (1938-?) Secretario General de las Naciones Unidas.,Kofi Annan,https://es.wikipedia.org/wiki/Kofi_Annan
James Thurber (1894-1961) Humorista y dibujante estadounidense.,James Thurber,https://es.wikipedia.org/wiki/James_Thurber
